1 73 105 80 25 48 155 1710 85 8 79 16 24 21 NA 21 NA 7 85 3 4 8 33 0 0 0 0 3 4 8 33 0 0 0 0 1 115
2 78 103 79 24 44 157 1706 96 9 77 34 23 19.5 NA 19.5 NA 13 96 2 5 8 29 0 0 0 0 2 5 8 29 0 0 0 0 1 118
3 85 99 77 22 43 154 1718 73 8 76 60 23 18 NA 18 NA 10 73 1 6 8 28 0 0 0 0 1 6 8 28 0 0 0 0 1 111
4 78 98 77 21 40 161 1721 78 8 74 74 23 16 NA 16 NA 16 78 0 8 8 24 0 0 0 0 0 8 8 24 0 0 0 0 2 111
5 83 96 77 19 36 164 1720 92 7 70 96 20 16 NA 16 NA 12 92 0 8 7 21 0 0 0 0 0 8 7 21 0 0 0 0 3 114
6 65 96 78 18 36 168 1715 92 4 70 120 21 17 NA 16 39 9 92 0 8 6 22 0 0 0 0 0 8 6 21 0 0 0 1 2 112
7 62 97 79 18 38 171 1724 86 8 70 142 22 17 3 17 39 15 86 1 9 4 24 1 0 0 0 0 9 4 23 0 0 0 1 1 119
8 86 99 78 21 39 169 1724 86 11 70 153 21 18 3 18 39 13 86 1 10 5 23 1 0 0 0 0 10 5 22 0 0 0 1 3 122
9 69 101 78 23 39 171 1720 82 11 72 179 22 20 3 20 39 14 82 1 9 5 24 1 0 0 0 0 9 5 23 0 0 0 1 2 111
10 85 103 80 23 42 166 1711 95 15 73 206 22 21 3 21 56 13 95 1 9 7 25 1 0 0 0 0 9 7 23 0 0 0 2 1 117
11 77 105 80 25 42 168 1708 106 9 74 228 23 21 3 21 56 11 106 1 6 10 25 1 0 0 0 0 6 10 23 0 0 0 2 1 125
12 76 106 82 24 39 165 1733 93 8 73 251 22.5 21 3 20.5 56 9 93 1 5 11 22 1 0 0 0 0 5 11 20 0 0 0 2 2 141
13 67 107 83 24 39 166 1734 99 12 72 280 22 20 3 20 56 15 99 1 5 11 22 1 0 0 0 0 5 11 20 0 0 0 2 2 126
14 77 110 84 26 40 166 1731 97 10 75 295 22.5 20 3 20 56 11 97 2 4 11 23 1 0 0 0 1 4 11 21 0 0 0 2 2 132
15 74 108 83 25 39 166 1738 95 9 72 314 22.5 20 3 19.5 56 13 95 2 4 10 23 1 0 0 0 1 4 10 21 0 0 0 2 3 135
16 73 108 83 25 40 160 1706 121 12 73 325 23 20 NA 19.5 56 9 121 1 4 12 23 0 0 0 0 1 4 12 21 0 0 0 2 2 119
17 80 108 82 26 39 158 1727 83 6 75 332 22.5 20 NA 20 56 6 83 1 3 12 23 0 0 0 0 1 3 12 21 0 0 0 2 2 123
18 70 106 80 26 38 170 1710 112 6 74 341 22.5 20.5 NA 20 56 17 112 1 3 12 22 0 0 0 0 1 3 12 20 0 0 0 2 0 119
19 74 101 76 25 37 167 1727 117 11 72 361 23 20 NA 20 39 11 117 1 3 13 20 0 0 0 0 1 3 13 19 0 0 0 1 0 154
20 107 97 72 25 37 165 1730 91 10 72 367 23 21 NA 20.5 39 10 91 0 3 13 21 0 0 0 0 0 3 13 20 0 0 0 1 1 133
21 87 97 71 26 37 163 1747 92 15 72 375 24 20 NA 20 39 16 92 0 3 12 22 0 0 0 0 0 3 12 21 0 0 0 1 3 131
22 62 95 69 26 39 165 1723 106 6 73 381 25 21 NA 20.5 39 10 106 0 4 12 23 0 0 0 0 0 4 12 22 0 0 0 1 0 109
23 70 95 69 26 37 168 1711 99 9 73 397 24 20 NA 20 NA 12 99 1 3 9 24 0 0 0 0 1 3 9 24 0 0 0 0 3 111
24 75 100 72 28 38 167 1723 97 10 76 416 23.5 20.5 24 20 NA 10 97 1 3 7 27 0 0 1 0 1 3 6 27 0 0 0 0 3 137
25 76 101 72 29 40 174 1722 108 10 77 429 24 20.5 23 20 NA 18 108 2 3 8 27 1 1 1 0 1 2 7 27 0 0 0 0 1 139
26 73 101 73 28 41 169 1723 104 12 80 451 25 20 23 20 NA 10 104 2 3 9 27 1 0 2 0 1 3 7 27 0 0 0 0 1 141
27 76 103 75 28 43 164 1741 109 14 81 479 23 20 20 20 NA 10 109 0 7 9 27 0 2 2 0 0 5 7 27 0 0 0 0 3 147
